od,hora_do_dia,dia_da_semana,n_viagens
alphabet city-greenwich village north,11,4,1
alphabet city-greenwich village north,12,4,1
alphabet city-greenwich village north,15,4,1
alphabet city-greenwich village north,16,4,1
alphabet city-greenwich village north,17,4,2
alphabet city-greenwich village north,19,4,2
alphabet city-greenwich village north,23,4,3
alphabet city-greenwich village north,0,5,2
alphabet city-greenwich village north,1,5,4
alphabet city-greenwich village north,3,5,1
alphabet city-greenwich village north,11,5,1
alphabet city-greenwich village north,13,5,1
alphabet city-greenwich village north,15,5,1
alphabet city-greenwich village north,20,5,1
alphabet city-greenwich village north,22,5,1
alphabet city-greenwich village north,23,5,2
alphabet city-greenwich village south,7,0,1
alphabet city-greenwich village south,9,0,3
alphabet city-greenwich village south,10,0,1
alphabet city-greenwich village south,14,0,1
alphabet city-greenwich village south,18,0,1
alphabet city-greenwich village south,21,0,2
alphabet city-greenwich village south,10,1,1
alphabet city-greenwich village south,11,1,1
alphabet city-greenwich village south,12,1,1
alphabet city-greenwich village south,13,1,1
alphabet city-greenwich village south,17,1,2
alphabet city-greenwich village south,20,1,1
alphabet city-greenwich village south,7,2,1
alphabet city-greenwich village south,9,2,1
alphabet city-greenwich village south,10,2,1
alphabet city-greenwich village south,11,2,1
alphabet city-greenwich village south,12,2,1
alphabet city-greenwich village south,15,2,1
alphabet city-greenwich village south,17,2,2
alphabet city-greenwich village south,18,2,4
alphabet city-greenwich village south,19,2,1
alphabet city-greenwich village south,21,2,1
alphabet city-greenwich village south,22,2,6
alphabet city-greenwich village south,1,3,1
alphabet city-greenwich village south,6,3,1
alphabet city-greenwich village south,9,3,1
alphabet city-greenwich village south,10,3,3
alphabet city-greenwich village south,12,3,1
alphabet city-greenwich village south,15,3,1
alphabet city-greenwich village south,18,3,3
alphabet city-greenwich village south,19,3,1
alphabet city-greenwich village south,20,3,1
alphabet city-greenwich village south,22,3,1
alphabet city-greenwich village south,23,3,1
alphabet city-greenwich village south,0,4,1
alphabet city-greenwich village south,1,4,1
alphabet city-greenwich village south,3,4,1
alphabet city-greenwich village south,5,4,1
alphabet city-greenwich village south,6,4,1
alphabet city-greenwich village south,8,4,3
alphabet city-greenwich village south,10,4,1
alphabet city-greenwich village south,17,4,1
alphabet city-greenwich village south,19,4,3
alphabet city-greenwich village south,22,4,2
alphabet city-greenwich village south,23,4,5
alphabet city-greenwich village south,0,5,5
alphabet city-greenwich village south,1,5,4
alphabet city-greenwich village south,2,5,2
alphabet city-greenwich village south,3,5,1
alphabet city-greenwich village south,9,5,1
alphabet city-greenwich village south,11,5,1
alphabet city-greenwich village south,12,5,1
alphabet city-greenwich village south,15,5,2
alphabet city-greenwich village south,18,5,1
alphabet city-greenwich village south,22,5,3
alphabet city-hamilton heights,22,3,1
alphabet city-hamilton heights,1,5,2
alphabet city-hamilton heights,18,5,1
alphabet city-hudson sq,0,0,2
alphabet city-hudson sq,9,0,2
alphabet city-hudson sq,14,0,1
alphabet city-hudson sq,7,1,1
alphabet city-hudson sq,8,1,2
alphabet city-hudson sq,17,1,1
alphabet city-hudson sq,22,1,1
alphabet city-hudson sq,9,2,1
alphabet city-hudson sq,16,2,3
alphabet city-hudson sq,17,2,1
alphabet city-hudson sq,20,2,1
alphabet city-hudson sq,2,3,1
alphabet city-hudson sq,8,3,1
alphabet city-hudson sq,22,3,2
alphabet city-hudson sq,0,4,1
alphabet city-hudson sq,9,4,1
alphabet city-hudson sq,12,4,1
alphabet city-hudson sq,21,4,2
alphabet city-hudson sq,22,4,1
alphabet city-hudson sq,0,5,1
alphabet city-hudson sq,1,5,2
alphabet city-hudson sq,2,5,2
alphabet city-hudson sq,16,5,1
alphabet city-hudson sq,17,5,1
alphabet city-hudson sq,20,5,1
alphabet city-hudson sq,23,5,1
alphabet city-inwood,12,0,1
alphabet city-inwood,22,0,1
alphabet city-inwood,7,1,1
alphabet city-inwood,22,2,1
alphabet city-inwood,16,3,1
alphabet city-inwood,0,5,1
alphabet city-jackson heights,2,4,1
alphabet city-jackson heights,1,5,1
alphabet city-jackson heights,2,5,1
alphabet city-jfk airport,9,0,1
alphabet city-jfk airport,12,0,2
alphabet city-jfk airport,14,0,1
alphabet city-jfk airport,15,0,2
alphabet city-jfk airport,17,0,1
alphabet city-jfk airport,5,1,1
alphabet city-jfk airport,6,1,1
alphabet city-jfk airport,8,1,1
alphabet city-jfk airport,11,1,1
alphabet city-jfk airport,16,1,1
alphabet city-jfk airport,17,1,1
alphabet city-jfk airport,5,2,1
alphabet city-jfk airport,13,2,1
alphabet city-jfk airport,15,2,1
alphabet city-jfk airport,4,3,1
alphabet city-jfk airport,11,4,1
alphabet city-jfk airport,13,4,1
alphabet city-jfk airport,15,4,2
alphabet city-jfk airport,16,4,1
alphabet city-jfk airport,4,5,1
alphabet city-jfk airport,14,5,1
alphabet city-kensington,12,2,1
alphabet city-kensington,11,4,1
alphabet city-kips bay,8,0,1
alphabet city-kips bay,13,0,1
alphabet city-kips bay,14,0,1
alphabet city-kips bay,19,0,1
alphabet city-kips bay,23,0,1
alphabet city-kips bay,3,1,1
alphabet city-kips bay,6,1,1
alphabet city-kips bay,8,1,3
alphabet city-kips bay,10,1,1
alphabet city-kips bay,21,1,2
alphabet city-kips bay,22,1,2
alphabet city-kips bay,1,2,1
alphabet city-kips bay,6,2,1
alphabet city-kips bay,9,2,2
alphabet city-kips bay,10,2,1
alphabet city-kips bay,11,2,1
alphabet city-kips bay,16,2,1
alphabet city-kips bay,18,2,2
alphabet city-kips bay,20,2,1
alphabet city-kips bay,23,2,1
alphabet city-kips bay,9,3,1
alphabet city-kips bay,13,3,1
alphabet city-kips bay,20,3,1
alphabet city-kips bay,22,3,1
alphabet city-kips bay,23,3,2
alphabet city-kips bay,0,4,2
alphabet city-kips bay,5,4,1
alphabet city-kips bay,6,4,2
alphabet city-kips bay,10,4,3
alphabet city-kips bay,12,4,2
alphabet city-kips bay,14,4,2
alphabet city-kips bay,18,4,1
alphabet city-kips bay,19,4,1
alphabet city-kips bay,23,4,2
alphabet city-kips bay,0,5,3
alphabet city-kips bay,1,5,5
alphabet city-kips bay,2,5,4
alphabet city-kips bay,6,5,1
alphabet city-kips bay,11,5,1
alphabet city-kips bay,13,5,1
alphabet city-kips bay,14,5,1
alphabet city-kips bay,15,5,2
alphabet city-kips bay,17,5,1
alphabet city-kips bay,18,5,2
alphabet city-kips bay,19,5,2
alphabet city-kips bay,20,5,2
alphabet city-kips bay,21,5,2
alphabet city-kips bay,22,5,1
alphabet city-kips bay,23,5,2
alphabet city-laguardia airport,15,0,1
alphabet city-laguardia airport,3,1,1
alphabet city-laguardia airport,18,1,1
alphabet city-laguardia airport,6,2,1
alphabet city-laguardia airport,7,2,1
alphabet city-laguardia airport,16,3,2
alphabet city-laguardia airport,4,4,1
alphabet city-laguardia airport,7,4,2
alphabet city-laguardia airport,8,4,1
alphabet city-laguardia airport,12,4,1
alphabet city-lenox hill east,6,0,3
alphabet city-lenox hill east,7,0,1
alphabet city-lenox hill east,9,0,3
alphabet city-lenox hill east,18,0,2
alphabet city-lenox hill east,22,0,1
alphabet city-lenox hill east,6,1,3
alphabet city-lenox hill east,7,1,2
alphabet city-lenox hill east,8,1,3
alphabet city-lenox hill east,18,1,1
alphabet city-lenox hill east,6,2,1
alphabet city-lenox hill east,7,2,2
alphabet city-lenox hill east,8,2,2
alphabet city-lenox hill east,9,2,1
alphabet city-lenox hill east,11,2,1
alphabet city-lenox hill east,12,2,1
alphabet city-lenox hill east,18,2,1
alphabet city-lenox hill east,4,3,1
alphabet city-lenox hill east,6,3,1
alphabet city-lenox hill east,7,3,1
alphabet city-lenox hill east,8,3,2
alphabet city-lenox hill east,10,3,2
alphabet city-lenox hill east,17,3,1
alphabet city-lenox hill east,0,4,1
alphabet city-lenox hill east,6,4,1
alphabet city-lenox hill east,8,4,1
alphabet city-lenox hill east,21,4,1
alphabet city-lenox hill east,23,4,1
alphabet city-lenox hill east,0,5,1
alphabet city-lenox hill east,2,5,3
alphabet city-lenox hill east,7,5,1
alphabet city-lenox hill east,14,5,1
alphabet city-lenox hill east,15,5,1
alphabet city-lenox hill east,18,5,1
alphabet city-lenox hill east,21,5,1
alphabet city-lenox hill west,8,0,1
alphabet city-lenox hill west,14,0,1
alphabet city-lenox hill west,17,0,1
alphabet city-lenox hill west,12,1,1
alphabet city-lenox hill west,14,1,2
alphabet city-lenox hill west,20,1,1
alphabet city-lenox hill west,18,2,1
alphabet city-lenox hill west,19,2,1
alphabet city-lenox hill west,21,2,1
alphabet city-lenox hill west,8,3,1
alphabet city-lenox hill west,18,3,1
alphabet city-lenox hill west,22,3,1
alphabet city-lenox hill west,23,3,2
alphabet city-lenox hill west,0,4,1
alphabet city-lenox hill west,2,4,1
alphabet city-lenox hill west,7,4,1
alphabet city-lenox hill west,10,4,1
alphabet city-lenox hill west,12,4,1
alphabet city-lenox hill west,22,4,1
alphabet city-lenox hill west,23,4,2
alphabet city-lenox hill west,0,5,4
alphabet city-lenox hill west,2,5,2
alphabet city-lenox hill west,3,5,1
alphabet city-lenox hill west,13,5,2
alphabet city-lenox hill west,15,5,1
alphabet city-lenox hill west,23,5,3
alphabet city-lincoln square east,2,0,1
alphabet city-lincoln square east,6,1,1
alphabet city-lincoln square east,21,1,1
alphabet city-lincoln square east,9,2,2
alphabet city-lincoln square east,22,2,1
alphabet city-lincoln square east,15,3,1
alphabet city-lincoln square east,6,4,1
alphabet city-lincoln square east,7,4,1
alphabet city-lincoln square east,17,4,1
alphabet city-lincoln square east,18,4,1
alphabet city-lincoln square east,4,5,1
alphabet city-lincoln square east,10,5,1
alphabet city-lincoln square east,13,5,1
alphabet city-lincoln square east,17,5,2
alphabet city-lincoln square east,22,5,1
alphabet city-lincoln square west,21,2,1
alphabet city-lincoln square west,22,2,1
alphabet city-lincoln square west,0,3,1
alphabet city-lincoln square west,8,3,1
alphabet city-lincoln square west,17,3,1
alphabet city-lincoln square west,22,3,1
alphabet city-lincoln square west,0,4,1
alphabet city-lincoln square west,16,4,1
alphabet city-lincoln square west,0,5,1
alphabet city-lincoln square west,2,5,2
alphabet city-lincoln square west,14,5,1
alphabet city-lincoln square west,15,5,1
alphabet city-little italy/nolita,0,0,1
alphabet city-little italy/nolita,6,0,1
alphabet city-little italy/nolita,8,0,1
alphabet city-little italy/nolita,9,0,1
alphabet city-little italy/nolita,14,0,1
alphabet city-little italy/nolita,15,0,1
alphabet city-little italy/nolita,21,0,2
alphabet city-little italy/nolita,22,0,1
alphabet city-little italy/nolita,8,1,1
alphabet city-little italy/nolita,9,1,1
alphabet city-little italy/nolita,12,1,2
alphabet city-little italy/nolita,18,1,1
alphabet city-little italy/nolita,19,1,1
alphabet city-little italy/nolita,21,1,1
alphabet city-little italy/nolita,0,2,1
alphabet city-little italy/nolita,9,2,1
alphabet city-little italy/nolita,10,2,1
alphabet city-little italy/nolita,14,2,1
alphabet city-little italy/nolita,15,2,1
alphabet city-little italy/nolita,18,2,2
alphabet city-little italy/nolita,21,2,3
alphabet city-little italy/nolita,23,2,2
alphabet city-little italy/nolita,0,3,1
alphabet city-little italy/nolita,8,3,1
alphabet city-little italy/nolita,9,3,2
alphabet city-little italy/nolita,11,3,1
alphabet city-little italy/nolita,12,3,1
alphabet city-little italy/nolita,18,3,1
alphabet city-little italy/nolita,19,3,1
alphabet city-little italy/nolita,21,3,2
alphabet city-little italy/nolita,22,3,2
alphabet city-little italy/nolita,23,3,1
alphabet city-little italy/nolita,0,4,2
alphabet city-little italy/nolita,1,4,3
alphabet city-little italy/nolita,6,4,1
alphabet city-little italy/nolita,8,4,1
alphabet city-little italy/nolita,9,4,1
alphabet city-little italy/nolita,11,4,2
alphabet city-little italy/nolita,14,4,2
alphabet city-little italy/nolita,15,4,2
alphabet city-little italy/nolita,17,4,1
alphabet city-little italy/nolita,18,4,1
alphabet city-little italy/nolita,19,4,1
alphabet city-little italy/nolita,23,4,3
alphabet city-little italy/nolita,0,5,2
alphabet city-little italy/nolita,1,5,1
alphabet city-little italy/nolita,2,5,4
alphabet city-little italy/nolita,9,5,1
alphabet city-little italy/nolita,13,5,1
alphabet city-little italy/nolita,14,5,1
alphabet city-little italy/nolita,15,5,1
alphabet city-little italy/nolita,19,5,3
alphabet city-little italy/nolita,23,5,5
alphabet city-lower east side,3,0,1
alphabet city-lower east side,7,0,1
alphabet city-lower east side,11,0,1
alphabet city-lower east side,12,0,1
alphabet city-lower east side,13,0,2
alphabet city-lower east side,14,0,5
alphabet city-lower east side,17,0,1
alphabet city-lower east side,18,0,1
alphabet city-lower east side,21,0,1
alphabet city-lower east side,1,1,3
alphabet city-lower east side,2,1,1
alphabet city-lower east side,5,1,1
alphabet city-lower east side,9,1,2
alphabet city-lower east side,19,1,1
alphabet city-lower east side,21,1,1
alphabet city-lower east side,22,1,4
alphabet city-lower east side,23,1,2
alphabet city-lower east side,1,2,1
alphabet city-lower east side,2,2,1
alphabet city-lower east side,8,2,2
alphabet city-lower east side,9,2,1
alphabet city-lower east side,18,2,1
alphabet city-lower east side,19,2,1
alphabet city-lower east side,20,2,2
alphabet city-lower east side,21,2,3
alphabet city-lower east side,23,2,2
alphabet city-lower east side,0,3,3
alphabet city-lower east side,1,3,2
alphabet city-lower east side,4,3,1
alphabet city-lower east side,14,3,2
alphabet city-lower east side,15,3,1
alphabet city-lower east side,17,3,2
alphabet city-lower east side,18,3,2
alphabet city-lower east side,19,3,2
alphabet city-lower east side,20,3,1
alphabet city-lower east side,21,3,1
alphabet city-lower east side,22,3,4
alphabet city-lower east side,23,3,2
alphabet city-lower east side,0,4,1
alphabet city-lower east side,1,4,3
alphabet city-lower east side,2,4,1
alphabet city-lower east side,3,4,2
alphabet city-lower east side,6,4,1
alphabet city-lower east side,7,4,1
alphabet city-lower east side,8,4,1
alphabet city-lower east side,9,4,1
alphabet city-lower east side,10,4,1
alphabet city-lower east side,12,4,1
alphabet city-lower east side,15,4,1
alphabet city-lower east side,17,4,1
alphabet city-lower east side,18,4,2
alphabet city-lower east side,20,4,1
alphabet city-lower east side,21,4,1
alphabet city-lower east side,22,4,3
alphabet city-lower east side,23,4,5
alphabet city-lower east side,0,5,6
alphabet city-lower east side,1,5,7
alphabet city-lower east side,2,5,6
alphabet city-lower east side,3,5,1
alphabet city-lower east side,4,5,1
alphabet city-lower east side,11,5,3
alphabet city-lower east side,13,5,1
alphabet city-lower east side,14,5,1
alphabet city-lower east side,15,5,1
alphabet city-lower east side,16,5,1
alphabet city-lower east side,17,5,2
alphabet city-lower east side,18,5,3
alphabet city-lower east side,19,5,1
alphabet city-lower east side,20,5,2
alphabet city-lower east side,21,5,1
alphabet city-lower east side,22,5,2
alphabet city-lower east side,23,5,5
alphabet city-manhattan valley,17,1,1
alphabet city-manhattan valley,1,2,1
alphabet city-manhattan valley,7,2,1
alphabet city-manhattan valley,23,4,1
alphabet city-manhattanville,6,0,1
alphabet city-manhattanville,6,3,1
alphabet city-meatpacking/west village west,7,0,1
alphabet city-meatpacking/west village west,9,0,1
alphabet city-meatpacking/west village west,0,1,1
alphabet city-meatpacking/west village west,7,1,1
alphabet city-meatpacking/west village west,8,1,1
alphabet city-meatpacking/west village west,12,1,1
alphabet city-meatpacking/west village west,18,1,5
alphabet city-meatpacking/west village west,10,2,1
alphabet city-meatpacking/west village west,19,2,1
alphabet city-meatpacking/west village west,0,3,1
alphabet city-meatpacking/west village west,2,3,1
alphabet city-meatpacking/west village west,10,3,1
alphabet city-meatpacking/west village west,21,3,1
alphabet city-meatpacking/west village west,23,3,2
alphabet city-meatpacking/west village west,2,4,1
alphabet city-meatpacking/west village west,10,4,2
alphabet city-meatpacking/west village west,11,4,1
alphabet city-meatpacking/west village west,19,4,1
alphabet city-meatpacking/west village west,22,4,1
alphabet city-meatpacking/west village west,23,4,2
alphabet city-meatpacking/west village west,0,5,1
alphabet city-meatpacking/west village west,12,5,1
alphabet city-meatpacking/west village west,13,5,1
alphabet city-meatpacking/west village west,16,5,3
alphabet city-meatpacking/west village west,17,5,1
