tipo_dado,metrica,valor,nc,epochs,seed
real+synthetic,R²,0.12508124113082886,35,150,1265865797565541948
real+synthetic,MAE,934.6742553710938,35,150,1265865797565541948
real+synthetic,RMSE,2799.381628145759,35,150,1265865797565541948
real,R²,-0.6156269311904907,35,200,5789905680734228748
real,MAE,3043.36962890625,35,200,5789905680734228748
real,RMSE,3526.4401313505946,35,200,5789905680734228748
synthetic,R²,0.14881807565689087,35,200,5789905680734228748
synthetic,MAE,746.8369140625,35,200,5789905680734228748
synthetic,RMSE,2142.0908010632975,35,200,5789905680734228748
real+synthetic,R²,0.23954623937606812,35,200,5789905680734228748
real+synthetic,MAE,872.482666015625,35,200,5789905680734228748
real+synthetic,RMSE,2609.8446313909185,35,200,5789905680734228748
real,R²,0.16513127088546753,35,200,839141507467609894
real,MAE,2246.296630859375,35,200,839141507467609894
real,RMSE,2534.983234658565,35,200,839141507467609894
synthetic,R²,0.19049185514450073,35,200,839141507467609894
synthetic,MAE,732.057373046875,35,200,839141507467609894
synthetic,RMSE,2088.994375291614,35,200,839141507467609894
real+synthetic,R²,0.258969247341156,35,200,839141507467609894
real+synthetic,MAE,863.814208984375,35,200,839141507467609894
real+synthetic,RMSE,2576.299574971824,35,200,839141507467609894
real,R²,-1.981262445449829,35,200,12563920253280098629
real,MAE,4179.04248046875,35,200,12563920253280098629
real,RMSE,4790.337148886287,35,200,12563920253280098629
synthetic,R²,0.11412698030471802,35,200,12563920253280098629
synthetic,MAE,723.7406616210938,35,200,12563920253280098629
synthetic,RMSE,2185.306729042859,35,200,12563920253280098629
real+synthetic,R²,0.07624095678329468,35,200,12563920253280098629
real+synthetic,MAE,904.1270141601562,35,200,12563920253280098629
real+synthetic,RMSE,2876.455023114389,35,200,12563920253280098629
real,R²,0.3761049509048462,35,200,4331694601018304318
real,MAE,1858.26953125,35,200,4331694601018304318
real,RMSE,2191.4004654558235,35,200,4331694601018304318
synthetic,R²,0.12168258428573608,35,200,4331694601018304318
synthetic,MAE,761.1223754882812,35,200,4331694601018304318
synthetic,RMSE,2175.9676008617407,35,200,4331694601018304318
real+synthetic,R²,0.19765210151672363,35,200,4331694601018304318
real+synthetic,MAE,900.5159301757812,35,200,4331694601018304318
real+synthetic,RMSE,2680.770318397307,35,200,4331694601018304318
